date,baseline_sessions,social_sessions,direct_sessions,search_sessions,other_sessions,total_sessions,new_sessions,returning_sessions,non_social_conversion_rate,social_conversion_rate,orders,aov,revenue,primary_outcome_count,primary_outcome_label,orders_expected_baseline,orders_shortfall
2025-10-22,822,305,279,420,123,1127,631,496,0.012204087923973168,0.023024538141468764,17,89.11,1514.87,17,Orders,17,0
2025-10-23,967,152,292,482,193,1119,563,556,0.012484284342911312,0.04296183410722183,19,68.14,1294.66,19,Orders,19,0
2025-10-24,855,616,229,441,185,1471,898,573,0.012975855429520344,0.048638294845651575,41,79.43,3256.63,41,Orders,41,0
2025-10-25,977,293,299,550,128,1270,618,652,0.016395974955202564,0.048546461713537256,30,71.63,2148.9,30,Orders,30,0
2025-10-26,946,477,316,499,131,1423,794,629,0.016927816504711174,0.02899652395044603,30,75.49,2264.7,30,Orders,30,0
2025-10-27,1000,165,353,445,202,1165,591,574,0.020754280458023213,0.04329025917417263,28,72.39,2026.92,28,Orders,28,0
2025-10-28,1055,182,292,496,267,1237,736,501,0.020550126184739493,0.02727867926680801,27,82.92,2238.84,27,Orders,27,0
2025-10-29,968,312,319,456,193,1280,698,582,0.011161745446067526,0.05258894542582156,27,83.79,2262.33,27,Orders,27,0
2025-10-30,1020,156,329,500,191,1176,682,494,0.013087988359795645,0.0312305222536201,18,72.89,1312.02,18,Orders,18,0
2025-10-31,1040,702,361,531,148,1742,1060,682,0.020022753557784465,0.03302419335731831,44,76.82,3380.08,44,Orders,44,0
2025-11-01,976,524,271,480,225,1500,859,641,0.021659310132382138,0.04022638322140657,42,78.02,3276.84,42,Orders,42,0
2025-11-02,990,813,331,456,203,1803,1091,712,0.02423545877731406,0.040902096145998476,57,77.33,4407.81,57,Orders,57,0
2025-11-03,1101,639,357,467,277,1740,987,753,0.025566280349768104,0.03017332866333097,47,87.2,4098.4,47,Orders,47,0
2025-11-04,1136,472,331,515,290,1608,908,700,0.014153620342998177,0.03152583452359142,31,90.61,2808.91,31,Orders,31,0
2025-11-05,1101,167,247,582,272,1268,637,631,0.01601638058199727,0.033696485889752534,23,74.09,1704.07,23,Orders,23,0
2025-11-06,1005,581,315,533,157,1586,971,615,0.015169319249743518,0.03617298667604305,36,73.35,2640.6,36,Orders,36,0
2025-11-07,1158,719,342,582,234,1877,1114,763,0.027499809882344073,0.04182466432353695,62,68.59,4252.58,62,Orders,62,0
2025-11-08,1230,359,379,586,265,1589,940,649,0.022425472205824384,0.03857811793016147,41,89.18,3656.38,41,Orders,41,0
2025-11-09,1161,539,364,606,191,1700,933,767,0.02713068802759919,0.032150289421750175,49,86.5,4238.5,49,Orders,49,0
2025-11-10,1165,756,343,526,296,1921,1027,894,0.015318486957023944,0.057254645164270555,61,76.95,4693.95,61,Orders,61,0
2025-11-11,1172,733,303,678,191,1905,1088,817,0.026537213437895137,0.05715300330632624,73,74.36,5428.28,73,Orders,73,0
2025-11-12,1191,313,330,609,252,1504,914,590,0.023704301231886053,0.047324882318921076,43,83.77,3602.11,43,Orders,43,0
2025-11-13,1095,284,337,545,213,1379,778,601,0.01885146175005814,0.03009391287027145,29,74.88,2171.52,29,Orders,29,0
2025-11-14,1169,849,403,589,177,2018,1236,782,0.015716289586727526,0.03239117046098419,46,72.25,3323.5,46,Orders,46,0
2025-11-15,1172,425,340,547,285,1597,863,734,0.013642897081606615,0.0206469026558647,25,77.8,1945.0,25,Orders,51,26
2025-11-16,1163,726,360,573,230,1889,1091,798,0.008042563079474466,0.024252928466652647,27,85.22,2300.94,27,Orders,56,29
2025-11-17,1193,638,380,572,241,1831,1053,778,0.014003065626569907,0.028186477079770213,35,87.89,3076.15,35,Orders,72,37
2025-11-18,1290,712,273,746,271,2002,1075,927,0.006685150125355967,0.02552041867771023,27,68.6,1852.2,27,Orders,55,28
2025-11-19,1244,1212,415,573,256,2456,1498,958,0.008378232484065213,0.01956970135275578,34,72.26,2456.84,34,Orders,70,36
2025-11-20,1238,667,393,660,185,1905,1013,892,0.012599571812437108,0.01821636796052152,28,86.24,2414.72,28,Orders,57,29
2025-11-21,1169,474,361,517,291,1643,911,732,0.011505310922763823,0.023068349808061276,24,79.44,1906.56,24,Orders,50,26
2025-11-22,1259,121,375,601,283,1380,656,724,0.012718252503481103,0.023853091681001862,19,76.83,1459.77,19,Orders,39,20
2025-11-23,1241,209,360,605,276,1450,749,701,0.00987093060610405,0.012045876835060537,15,85.04,1275.6,15,Orders,30,15
2025-11-24,1215,462,391,592,232,1677,913,764,0.012457011627553506,0.025944466759940842,27,72.75,1964.25,27,Orders,56,29
2025-11-25,1270,719,396,640,234,1989,1171,818,0.013798745540823165,0.025366896180510967,36,93.6,3369.6,36,Orders,74,38
2025-11-26,1242,592,373,702,167,1834,948,886,0.011346345837043978,0.03387794600237339,34,92.81,3155.54,34,Orders,70,36
2025-11-27,1279,488,340,721,218,1767,959,808,0.009243132872607673,0.015629387161078014,19,74.42,1413.98,19,Orders,40,21
2025-11-28,2676,183,840,1281,555,2859,1242,1617,0.012467489536220126,0.016746017400661145,36,90.07,3242.52,36,Orders,75,39
2025-11-29,2835,533,776,1383,676,3368,1622,1746,0.009368968499476426,0.02435386601932212,40,78.84,3153.6,40,Orders,82,42
2025-11-30,3030,237,867,1597,566,3267,1526,1741,0.006826095055574027,0.02180939005923997,26,73.56,1912.56,26,Orders,53,27
2025-12-01,3162,457,853,1538,771,3619,1653,1966,0.012764811003248675,0.015666211836732623,48,81.55,3914.4,48,Orders,98,50
2025-12-02,1267,169,411,604,252,1436,709,727,0.01442940613337398,0.018716799461903744,21,72.56,1523.76,21,Orders,44,23
2025-12-03,1246,517,384,634,228,1763,971,792,0.012103333588405742,0.017554388058281047,24,90.45,2170.8,24,Orders,50,26
2025-12-04,1246,522,379,609,258,1768,1098,670,0.007509736810469397,0.02684821520827142,23,76.6,1761.8,23,Orders,48,25
2025-12-05,1275,685,417,542,316,1960,1122,838,0.008438844751937112,0.0229544784969869,26,63.49,1650.74,26,Orders,55,29
2025-12-06,1369,289,284,807,278,1658,843,815,0.014226216135619278,0.028633828881960668,28,80.49,2253.72,28,Orders,57,29
2025-12-07,1267,347,379,655,233,1614,814,800,0.01130909215753652,0.024553590882853735,23,63.86,1468.78,23,Orders,47,24
2025-12-08,1200,120,379,580,241,1320,595,725,0.011489585898400918,0.019695675357922642,16,81.37,1301.92,16,Orders,33,17
2025-12-09,1209,511,320,638,251,1720,949,771,0.007359719955245989,0.02182410765144223,20,89.05,1781.0,20,Orders,38,18
2025-12-10,1248,710,417,669,162,1958,1256,702,0.009803262449605792,0.023085633355479453,29,74.57,2162.53,29,Orders,51,22
2025-12-11,1334,355,410,709,215,1689,827,862,0.007860518451373599,0.03157300400296196,22,79.1,1740.2,22,Orders,36,14
2025-12-12,1230,306,433,553,244,1536,794,742,0.01807642812201342,0.02197510145995663,29,77.11,2236.19,29,Orders,46,17
2025-12-13,1180,511,298,650,232,1691,995,696,0.018883607560963182,0.038967947142320256,42,90.31,3793.02,42,Orders,63,21
2025-12-14,1290,528,466,576,248,1818,1017,801,0.021448525953336423,0.023015437997749598,40,89.49,3579.6,40,Orders,56,16
2025-12-15,1231,241,349,614,268,1472,689,783,0.021283543284722546,0.030471006731432403,34,61.25,2082.5,34,Orders,45,11
2025-12-16,1203,582,408,588,207,1785,989,796,0.02298062949878369,0.032778097661841345,47,78.88,3707.36,47,Orders,60,13
2025-12-17,1366,761,422,632,312,2127,1163,964,0.024502268792745547,0.05967616978994985,79,78.0,6162.0,79,Orders,97,18
2025-12-18,1323,598,329,744,250,1921,1075,846,0.022695963220706303,0.023536952347443484,44,83.4,3669.6,44,Orders,52,8
2025-12-19,1436,398,415,688,333,1834,946,888,0.027084343676649875,0.02876656420824644,50,86.25,4312.5,50,Orders,57,7
2025-12-20,1390,325,292,827,271,1715,835,880,0.027382126086726088,0.03716672729321187,50,87.99,4399.5,50,Orders,54,4
2025-12-21,1331,353,398,640,293,1684,886,798,0.012882845817737435,0.04246336902501622,32,77.18,2469.76,32,Orders,33,1
2025-12-22,1260,384,268,656,336,1644,892,752,0.014543581480875025,0.04189808132882687,34,75.85,2578.9,34,Orders,34,0
2025-12-23,1304,238,344,646,314,1542,791,751,0.01775544868342405,0.028588136749040538,30,74.9,2247.0,30,Orders,30,0
2025-12-24,1222,466,445,611,166,1688,923,765,0.022880173633830624,0.031566269430286516,43,78.29,3366.47,43,Orders,43,0
2025-12-25,1315,532,367,689,259,1847,1098,749,0.021734899354546068,0.03777628488611251,49,78.76,3859.24,49,Orders,49,0
2025-12-26,1324,558,398,684,242,1882,971,911,0.02185035766859988,0.03827885315610048,50,76.96,3848.0,50,Orders,50,0
2025-12-27,1252,232,414,621,217,1484,667,817,0.029173918736673986,0.0438294693000893,47,80.03,3761.41,47,Orders,47,0
2025-12-28,1255,625,436,597,222,1880,1048,832,0.02013102215421996,0.038530542801929815,49,70.5,3454.5,49,Orders,49,0
2025-12-29,1209,599,377,614,218,1808,990,818,0.02219912722429508,0.0427348423195011,52,87.71,4560.92,52,Orders,52,0
2025-12-30,1279,940,322,712,245,2219,1342,877,0.012382296304228052,0.03961593253893506,53,81.81,4335.93,53,Orders,53,0
2025-12-31,1279,937,356,636,287,2216,1341,875,0.029089103086105902,0.0348615421317613,70,79.66,5576.2,70,Orders,70,0
